pcid,FI,Lead Origin,Country,State,City,Instance,Instance Date,Campaign
76371,11,API,India,Madhya Pradesh,Huzur,Primary,14-03-2026,collegedunia/279/api_RGZETnE5Y2RTN1hNcjBlSXdKRENnQT09
76371,11,API,India,Rajasthan,Barmer,Primary,25-02-2026,collegedunia/217/api_RW9ncWZOQWJxUWg0akIrbmNHVEhEZz09
76371,11,API,India,Uttar Pradesh,Ghaziabad,Primary,04-02-2026,collegedunia/202/api_bk5ZelpkY3FHeERkNWtvZHA5NzU1Zz09
