Lead Origin,Country,State,City,Instance,Instance Date,Campaign,Lead Stage,Lead Status,Email Verification Status,Mobile Verification Status,Lead Score,Registration Device,Course,Specialization,Campus,Last Lead Activity Date,Form Initiated,Paid Applications,Enrolment Status
API,India,Madhya Pradesh,Bhopal,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:39,0,0,No
API,India,Rajasthan,Jodhpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:39,0,0,No
API,India,Haryana,Faridabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:39,0,0,No
API,India,Jharkhand,Bokaro,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:39,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:39,0,0,No
API,India,Uttar Pradesh,Ghaziabad,Primary,16-03-2026,collegedunia/266/api,Junk,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:39,0,0,No
API,India,Tamil Nadu,Coimbatore,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:39,0,0,No
API,India,Maharashtra,Mumbai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:39,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:39,0,0,No
API,India,Punjab,Patiala,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:39,0,0,No
API,India,Jharkhand,Dhanbad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:39,0,0,No
API,India,Gujarat,Surat,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:39,0,0,No
API,India,Gujarat,Surat,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:39,0,0,No
API,India,Haryana,Narnaul,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:39,0,0,No
API,India,Gujarat,Ahmedabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:39,0,0,No
API,India,Jharkhand,Taljhari,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Maharashtra,Nagpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:38,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Rajasthan,Jodhpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:38,0,0,No
API,India,Uttar Pradesh,Muzaffarnagar,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Haryana,Hisar,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Gujarat,Surat,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:38,0,0,No
API,India,Karnataka,Bengaluru,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:38,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Chhattisgarh,Bhilai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:38,0,0,No
API,India,Maharashtra,Kolhapur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:38,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Chhattisgarh,Dhamtari,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:38,0,0,No
API,India,Haryana,Rohtak,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Uttarakhand,Haridwar,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Haryana,Faridabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Punjab,Fatehgarh Sahib,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,West Bengal,Kolkata,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Gujarat,Ahmedabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,-4,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:38,0,0,No
API,India,Tamil Nadu,Chennai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:38,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Maharashtra,Yavatmal,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Maharashtra,Thane,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Initiated,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Chhattisgarh,Bilaspur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Odisha,Soro,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Uttarakhand,Dehradun,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Andhra Pradesh,Kurnool,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Bihar,Lakhisarai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:37,0,0,No
API,India,Karnataka,Gulbarga,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:37,0,0,No
API,India,Telangana,Adilabad,Primary,16-03-2026,collegedunia/266/api,Unanswered/No response,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Maharashtra,Mumbai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Gujarat,Ahmedabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Maharashtra,Pune,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,Uttar Pradesh,Ghaziabad,Primary,16-03-2026,collegedunia/266/api,Unanswered/No response,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,Kerala,City Not Available,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Madhya Pradesh,Indore,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,Uttarakhand,Dehradun,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:37,0,0,No
API,India,Madhya Pradesh,Jabalpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Gujarat,Rajkot,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Chandigarh,Chandigarh,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,Chandigarh,Chandigarh,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:37,0,0,No
API,India,West Bengal,Kolkata,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:37,0,0,No
API,India,Himachal Pradesh,City Not Available,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Rajasthan,Ajmer,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:37,0,0,No
API,India,Rajasthan,Dausa,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,Uttarakhand,Haridwar,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:37,0,0,No
API,India,Rajasthan,Rajsamand,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:37,0,0,No
API,India,West Bengal,Kolkata,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:37,0,0,No
API,India,Haryana,Faridabad,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Uttar Pradesh,Saharanpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Chandigarh,Chandigarh,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:36,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Bihar,Bhagalpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:36,0,0,No
API,India,Kerala,Kannur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Haryana,Faridabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Punjab,Mohali,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:36,0,0,No
API,India,Andhra Pradesh,Visakhapatnam,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:36,0,0,No
API,India,Haryana,Gurugram,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:36,0,0,No
API,India,Haryana,Sonipat,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:36,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Maharashtra,Kalyan,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Maharashtra,Mumbai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:36,0,0,No
API,India,Uttar Pradesh,Noida,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:36,0,0,No
API,India,Andhra Pradesh,Kannapuram,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:36,0,0,No
API,India,Jharkhand,Ranchi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:35,0,0,No
API,India,Maharashtra,Kalyan,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:35,0,0,No
API,India,Punjab,Amritsar,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,-4,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:35,0,0,No
API,India,Uttar Pradesh,Meerut,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:35,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:35,0,0,No
API,India,Uttar Pradesh,Agra,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:35,0,0,No
API,India,Chhattisgarh,Raigarh,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:35,0,0,No
API,India,Haryana,Sonipat,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:35,0,0,No
API,India,Uttar Pradesh,Greater Noida,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:35,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:35,0,0,No
API,India,Punjab,Jalandhar,Primary,16-03-2026,collegedunia/266/api,Junk,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:35,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:35,0,0,No
API,India,Delhi,New Delhi,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:35,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:35,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Unanswered/No response,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:35,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:35,0,0,No
API,India,Rajasthan,Jaipur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Haryana,Ambala,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,Andhra Pradesh,Tirupati,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Punjab,Hoshiarpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,West Bengal,Kolkata,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,Assam,Tinsukia,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,Gujarat,Nadiad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Telangana,Mancherial,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Punjab,Ludhiana,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Gujarat,Palanpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Maharashtra,Hingoli,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Chandigarh,Chandigarh,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Karnataka,Bengaluru,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:34,0,0,No
API,India,Tripura,Agartala,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Uttar Pradesh,Rudrapur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Madhya Pradesh,Indore,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,Andhra Pradesh,Anantapur,Primary,16-03-2026,collegedunia/266/api,Not Interested,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:34,0,0,No
API,India,Madhya Pradesh,Jabalpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:34,0,0,No
API,India,Tamil Nadu,Chennai,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:34,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,"B.Tech - CSE (IOT, Cyber Security and Blockchain",University Not Available,16-03-2026 15:34,0,0,No
API,India,Karnataka,Bengaluru,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Electronics and Communication Engineering (ECE),University Not Available,16-03-2026 15:34,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:34,0,0,No
API,India,Assam,Guwahati,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Artificial Intelligence and Machine Learning),University Not Available,16-03-2026 15:34,0,0,No
API,India,Rajasthan,Bhilwara,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Uttar Pradesh,Pooranpur,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - Computer Science and Engineering,University Not Available,16-03-2026 15:34,0,0,No
API,India,Telangana,Hyderabad,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
API,India,Maharashtra,Pune,Primary,16-03-2026,collegedunia/266/api,Untouched,Unverified,No,No,1,,B.Tech,B.Tech - CSE (Data Science),University Not Available,16-03-2026 15:34,0,0,No
